instance_idx,loan_amnt,annual_inc,term,dti,fico,inq_last_6mths,open_acc,revol_util,pub_rec_bankruptcies,emp_len_years,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,risk_probability,actual_target
518,-0.3696448044921492,-0.6982744814007433,1.4926114566824664,2.408045610747416,0.6624758703814201,1.6877639381549323,2.5908969127694736,-0.20169802973342302,-0.35007885627693935,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.64874506,1
519,0.43404986705525356,-0.1561527291379867,1.4926114566824664,-1.0381979465851103,-0.15073716897513073,-0.644045868635524,-0.5127583313940892,-0.595501857028061,-0.35007885627693935,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.54530424,0
520,0.09626515002808426,1.108798026141779,-0.6699667187485197,-0.508006630072414,-0.8013076004603714,2.8536688415501605,0.004517542633171293,-0.28045879519235056,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.12758319,0
521,-0.6491907772042893,0.8323159324877729,-0.6699667187485197,-0.9386423718687527,-0.6386649925890613,-0.644045868635524,-0.5127583313940892,0.15479806655435457,-0.35007885627693935,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.14856127,0
522,1.1445625476986097,-0.427213605269365,-0.6699667187485197,-0.4153967931269649,0.011905438896179432,0.5218590347597042,1.2114945820301124,-1.0141775049939392,-0.35007885627693935,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10577166,0
523,-0.7889637635603594,-0.9512646324566965,-0.6699667187485197,0.9019781374220495,-0.8013076004603714,1.6877639381549323,-0.16790774870924885,-1.0224681118843526,-0.35007885627693935,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.15074384,0
524,1.2144490408766446,0.3612121297714374,-0.6699667187485197,0.4470323134275305,-0.15073716897513073,-0.644045868635524,1.0390692906876922,0.2833024733557628,-0.35007885627693935,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.15222341,0
525,1.4939950135887847,0.4221104732756204,-0.6699667187485197,0.1437350974311844,-0.3133797768464409,5.185478648340617,1.2114945820301124,-0.5457582156855803,-0.35007885627693935,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14646617,0
526,-0.8937935033274119,-0.6982744814007433,-0.6699667187485197,0.9795388758638629,0.49983326251010995,-0.644045868635524,-0.16790774870924885,-0.9395620429802184,-0.35007885627693935,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15233007,0
527,-0.7190772703823243,-0.06579910376086058,-0.6699667187485197,0.31969378762753775,0.33719065463879977,-0.644045868635524,1.2114945820301124,-0.5913565535828542,-0.35007885627693935,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14683108,0
528,-1.301464713532616,-0.5537086807973416,-0.6699667187485197,-0.46980507233241614,-1.1265928162029917,-0.644045868635524,-1.0300342054213496,-0.3384930434252445,-0.35007885627693935,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.18178266,0
529,2.3093374339991937,0.20526177237051774,1.4926114566824664,0.20161624552209012,-1.1265928162029917,-0.644045868635524,-0.6851836227365093,0.08432790798584028,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.58938533,0
530,-1.0219187408204762,-0.06579910376086058,-0.6699667187485197,0.25833977065117797,-0.9639502083316815,-0.644045868635524,2.073621038742213,-1.3416564771652697,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1199652,0
531,2.3093374339991937,13.035476575922425,-0.6699667187485197,-1.637846640806894,1.1504036939953506,-0.644045868635524,-0.6851836227365093,-1.5116139184187452,-0.35007885627693935,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.17239098,0
532,1.7269499908489014,0.29561539774764384,1.4926114566824664,0.9760660069784088,-0.6386649925890613,-0.644045868635524,1.0390692906876922,0.10919972865708064,-0.35007885627693935,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6027873,1
533,-0.3696448044921492,0.9280907753875266,-0.6699667187485197,-1.4850404098469028,-1.1265928162029917,-0.644045868635524,-1.0300342054213496,-1.2628957117063422,7.522758991030543,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.072851025,0
534,0.09626515002808426,0.7835249747841249,-0.6699667187485197,-0.6341875329105884,-0.6386649925890613,-0.644045868635524,-0.34033304005166903,1.19526923130124,-0.35007885627693935,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.1479768,0
535,-0.3696448044921492,0.20526177237051774,-0.6699667187485197,-0.056533674963349455,0.9877610861240405,0.5218590347597042,0.3493681253180116,-0.6618267121513685,-0.35007885627693935,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12336422,0
536,0.5621751045483178,-0.12001127898713625,1.4926114566824664,1.5270945368038311,-0.8013076004603714,0.5218590347597042,1.0390692906876922,0.9216792039175966,-0.35007885627693935,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.6801618,1
537,-0.3696448044921492,0.46728728596418345,1.4926114566824664,0.0464947686384628,-0.15073716897513073,-0.644045868635524,-0.16790774870924885,0.6936875144312272,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5567919,0
538,2.3093374339991937,0.024554521616265527,-0.6699667187485197,-1.2083685219723732,1.3130463018666607,0.5218590347597042,1.0390692906876922,-1.1799896428022079,-0.35007885627693935,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14247698,0
539,1.4939950135887847,0.9280907753875266,-0.6699667187485197,-0.9386423718687527,0.33719065463879977,-0.644045868635524,0.004517542633171293,0.4615505214996514,-0.35007885627693935,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14671049,0
540,-0.6025997817522659,0.29561539774764384,-0.6699667187485197,-0.9073865518996636,0.6624758703814201,-0.644045868635524,-1.0300342054213496,1.6346713964931519,-0.35007885627693935,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.16060464,0
541,-0.3696448044921492,-0.029657653610010135,1.4926114566824664,-1.3044512278032767,0.6624758703814201,0.5218590347597042,0.004517542633171293,-1.747896214795528,-0.35007885627693935,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.48719752,0
542,-0.8937935033274119,0.7473835246332744,-0.6699667187485197,-1.074084258401472,-0.9639502083316815,2.8536688415501605,-0.6851836227365093,-0.3882366847677252,2.274200426158888,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.11502084,0
543,-0.742372768108336,-1.0596889829092477,-0.6699667187485197,1.4113322406220197,-0.4760223847177511,-0.644045868635524,-0.16790774870924885,-0.5125957881239267,-0.35007885627693935,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.16622925,0
544,1.7269499908489014,0.5666762738790222,1.4926114566824664,-0.7835208949851252,0.6624758703814201,-0.644045868635524,-0.5127583313940892,1.0501836107190052,-0.35007885627693935,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.49068686,0
545,-0.5443610374372367,0.5666762738790222,-0.6699667187485197,1.3835492895383852,-1.1265928162029917,0.5218590347597042,1.2114945820301124,1.153816196849173,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.14857568,0
546,0.5621751045483178,-0.06579910376086058,-0.6699667187485197,0.46208141193116586,-0.9639502083316815,-0.644045868635524,0.5217934166604318,1.1040725555066924,-0.35007885627693935,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.17559454,0
547,-0.5938639701050116,-0.915123182305846,-0.6699667187485197,0.6542468235929729,-1.1265928162029917,-0.644045868635524,-0.34033304005166903,1.2533034795341338,-0.35007885627693935,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.20907013,0
548,0.5621751045483178,-0.06579910376086058,1.4926114566824664,-0.5820944996287734,0.1745480467674896,0.5218590347597042,1.2114945820301124,-0.4089632019937588,-0.35007885627693935,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.55870783,0
549,0.43404986705525356,0.7473835246332744,-0.6699667187485197,0.31969378762753775,-0.8013076004603714,4.019573744945388,1.5563451647149527,-0.8110576361788103,-0.35007885627693935,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.2471403,0
550,-0.3696448044921492,0.20526177237051774,1.4926114566824664,0.7179160864929692,-0.15073716897513073,1.6877639381549323,-0.6851836227365093,0.38693505948593065,-0.35007885627693935,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.55345094,0
551,-0.020212338601974106,1.6509197784045355,-0.6699667187485197,-1.4260016387941787,0.49983326251010995,-0.644045868635524,0.17694283397559143,-1.4535796701858508,-0.35007885627693935,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.13306266,0
552,2.3093374339991937,0.5305348237281717,1.4926114566824664,-0.07968613419971166,0.011905438896179432,0.5218590347597042,-0.16790774870924885,0.6936875144312272,-0.35007885627693935,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.49308693,0
553,-0.09009883178000913,1.2895052768960311,1.4926114566824664,-0.690911058039676,-0.9639502083316815,0.5218590347597042,1.2114945820301124,-0.29289470552797087,-0.35007885627693935,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5561666,0
554,-0.3696448044921492,0.29561539774764384,1.4926114566824664,-0.18966031557243246,-0.8013076004603714,-0.644045868635524,0.5217934166604318,0.24184943890369565,-0.35007885627693935,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.59860814,0
555,1.1445625476986097,0.11490814699339164,-0.6699667187485197,0.727177070187514,1.9636167333519015,-0.644045868635524,0.004517542633171293,-1.2007161600282414,-0.35007885627693935,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1542692,0
556,0.5621751045483178,-0.12001127898713625,1.4926114566824664,-0.9108594207851178,-0.8013076004603714,1.6877639381549323,0.6942187080028519,-0.2514416710759037,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5713621,1
557,1.4998188880202876,-0.3187892548168137,1.4926114566824664,0.7595905131184213,-0.4760223847177511,-0.644045868635524,-0.16790774870924885,1.4978763828013302,-0.35007885627693935,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.61375,1
558,1.1445625476986097,0.06069597176711597,1.4926114566824664,1.6498025707565516,-1.1265928162029917,-0.644045868635524,2.5908969127694736,-0.8525106706308775,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.62342364,0
559,-1.4179422021626746,0.7835249747841249,-0.6699667187485197,1.261998878547483,-0.6386649925890613,-0.644045868635524,-1.0300342054213496,1.978731582445309,-0.35007885627693935,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.17498948,0
560,-1.1791633504710548,-0.5537086807973416,-0.6699667187485197,-0.011386379452442924,-0.6386649925890613,1.6877639381549323,-0.8576089140789295,1.0626195210546252,-0.35007885627693935,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.15448555,0
561,-1.4878286953407096,-0.8428402820041451,-0.6699667187485197,0.14952321224027507,-0.4760223847177511,0.5218590347597042,-0.8576089140789295,1.1745427140752065,-0.35007885627693935,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.16379026,0
562,-0.6025997817522659,-0.48142578049564067,-0.6699667187485197,0.25949739361299584,0.1745480467674896,-0.644045868635524,0.5217934166604318,-0.29289470552797087,-0.35007885627693935,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.13101539,0
563,0.5621751045483178,1.2895052768960311,-0.6699667187485197,0.2270839506820885,-0.15073716897513073,-0.644045868635524,-0.34033304005166903,-0.11050135393887515,-0.35007885627693935,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15671562,0
564,-1.5926584351077622,-0.2465063545151128,-0.6699667187485197,0.8996628914984133,-0.8013076004603714,1.6877639381549323,0.004517542633171293,0.3662085422598971,-0.35007885627693935,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1355264,0
565,1.0280850590685513,0.5666762738790222,-0.6699667187485197,0.14836558927845675,-0.4760223847177511,-0.644045868635524,1.0390692906876922,-0.7986217258431899,2.274200426158888,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15506369,0
566,-0.8355547590123827,-0.2465063545151128,-0.6699667187485197,2.298071429374696,-0.8013076004603714,0.5218590347597042,0.004517542633171293,0.9838587555956974,2.274200426158888,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14932597,0
567,0.15450389434311346,-0.5175672306464911,1.4926114566824664,-0.5612572863160473,0.49983326251010995,-0.644045868635524,-1.7197353707910303,-2.21217020065868,-0.35007885627693935,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.40571246,1
568,-0.6025997817522659,0.9280907753875266,-0.6699667187485197,0.08585394934027868,-0.6386649925890613,0.5218590347597042,0.004517542633171293,0.7931747971161887,-0.35007885627693935,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.12987362,0
569,-0.6025997817522659,-0.6259915810990424,-0.6699667187485197,-1.7350869695996154,0.33719065463879977,1.6877639381549323,-1.2024594967637698,-1.0970835738980735,7.522758991030543,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.13323875,0
570,2.3093374339991937,0.09683742191796642,-0.6699667187485197,-0.3876138420433301,0.49983326251010995,-0.644045868635524,-0.34033304005166903,0.6688156937599872,-0.35007885627693935,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15967563,0
571,-0.3696448044921492,-0.21036490436426236,-0.6699667187485197,-0.1584044956033434,1.8009741254805913,-0.644045868635524,-1.0300342054213496,0.2501400457941089,-0.35007885627693935,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1503415,0
572,-1.1849872249025577,0.8377371500104005,-0.6699667187485197,-0.10399621639789217,-0.6386649925890613,-0.644045868635524,1.2114945820301124,-0.4338350226649991,-0.35007885627693935,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.12968078,0
573,-0.8355547590123827,0.1691203222196673,-0.6699667187485197,1.3372443710656603,-0.4760223847177511,2.8536688415501605,0.6942187080028519,0.8470637419038758,-0.35007885627693935,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.16698422,0
574,0.329220127288201,0.024554521616265527,1.4926114566824664,-0.23943810293061135,0.1745480467674896,-0.644045868635524,-1.2024594967637698,1.4895857759109168,-0.35007885627693935,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5616774,0
575,-1.0685097362724993,-0.33685997989223887,-0.6699667187485197,0.6345672332420652,-0.8013076004603714,-0.644045868635524,0.17694283397559143,1.7507398929589397,-0.35007885627693935,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14777884,0
576,-1.1151007317245227,0.09683742191796642,-0.6699667187485197,-0.8390867971523949,-0.4760223847177511,0.5218590347597042,-0.8576089140789295,-2.108537614528512,-0.35007885627693935,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.1373502,0
577,0.6786525931783761,3.096577784438553,1.4926114566824664,-1.5753350008687155,1.6383315176092812,-0.644045868635524,-0.6851836227365093,-2.1126829179737188,2.274200426158888,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2985242,1
578,-0.6025997817522659,0.024554521616265527,-0.6699667187485197,0.5280659207547984,0.011905438896179432,2.8536688415501605,1.3839198733725324,-0.29704000897317734,-0.35007885627693935,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1639089,0
579,-1.0685097362724993,-0.5175672306464911,-0.6699667187485197,0.45513567416025735,-0.15073716897513073,-0.644045868635524,-0.5127583313940892,0.5030035559517186,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.14556916,0
580,0.5971183511373352,0.47632264850189604,1.4926114566824664,0.3254819024366284,-0.3133797768464409,-0.644045868635524,0.866643999345272,0.4656958249448579,-0.35007885627693935,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5851815,1
581,-0.6025997817522659,-0.427213605269365,-0.6699667187485197,-0.28690064436515406,-0.9639502083316815,-0.644045868635524,-1.3748847881061899,1.6056542723767047,-0.35007885627693935,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.14794213,0
582,2.3093374339991937,0.44018119835104563,-0.6699667187485197,-0.7094330254287659,-1.1265928162029917,0.5218590347597042,0.6942187080028519,-0.28045879519235056,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16664307,0
583,0.17779939206912512,-0.5356379557219163,-0.6699667187485197,0.9251305966584117,-0.15073716897513073,-0.644045868635524,-0.6851836227365093,1.5103122931369504,-0.35007885627693935,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.20200635,0
584,-0.020212338601974106,-0.4091428801939398,-0.6699667187485197,-0.3158412184106069,-0.9639502083316815,0.5218590347597042,-0.6851836227365093,-1.0846476635624533,2.274200426158888,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.13315128,0
585,-0.8355547590123827,-0.8970524572304207,-0.6699667187485197,0.4134612475348053,-0.9639502083316815,0.5218590347597042,0.17694283397559143,0.3993709698215507,2.274200426158888,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.13092159,0
586,-0.020212338601974106,0.20526177237051774,-0.6699667187485197,0.18425190109481857,-0.15073716897513073,0.5218590347597042,1.2114945820301124,-1.07635705667204,2.274200426158888,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1951953,0
587,-1.0685097362724993,0.29561539774764384,-0.6699667187485197,-1.641319509692348,0.33719065463879977,-0.644045868635524,0.6942187080028519,-0.9561432567610452,-0.35007885627693935,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.16216587,0
588,-0.03768396189648286,-0.427213605269365,-0.6699667187485197,0.6878178894856981,2.9394723805797627,-0.644045868635524,-1.0300342054213496,-1.8929818353777628,-0.35007885627693935,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1785059,0
589,-0.020212338601974106,-0.5175672306464911,1.4926114566824664,-0.26722105401424634,-0.15073716897513073,0.5218590347597042,0.5217934166604318,-0.9727244705418722,-0.35007885627693935,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6027309,0
590,2.3093374339991937,0.024554521616265527,-0.6699667187485197,1.2006448615711227,-0.4760223847177511,-0.644045868635524,-0.5127583313940892,1.535184113808191,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.19196488,0
591,0.5621751045483178,1.108798026141779,-0.6699667187485197,-1.852006888743245,2.1262593412232116,-0.644045868635524,-0.8576089140789295,-0.7322968707198825,-0.35007885627693935,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.13555276,0
592,-1.301464713532616,-0.915123182305846,-0.6699667187485197,-0.6457637625287697,-0.6386649925890613,0.5218590347597042,-0.5127583313940892,-0.15609969183614908,2.274200426158888,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.15745185,0
593,-0.6025997817522659,-0.5175672306464911,-0.6699667187485197,-0.5091642530342321,0.1745480467674896,0.5218590347597042,0.004517542633171293,-0.8442200637404639,-0.35007885627693935,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.16322121,0
594,-0.9287367499164294,-0.7344159315515938,-0.6699667187485197,-0.32741744802878825,-0.4760223847177511,-0.644045868635524,-0.8576089140789295,-0.8608012775212907,2.274200426158888,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.12561576,0
595,-0.3929403022181609,0.44018119835104563,-0.6699667187485197,-0.8228800756869411,1.475688909737971,-0.644045868635524,0.3493681253180116,0.2625759561297292,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.13366327,0
596,-1.1500439783135403,-0.5175672306464911,-0.6699667187485197,0.45745092008389354,-0.6386649925890613,0.5218590347597042,2.5908969127694736,-0.2846040986375573,-0.35007885627693935,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.18688418,0
597,1.7269499908489014,1.7412734037816615,-0.6699667187485197,-1.1597483575760126,-0.8013076004603714,1.6877639381549323,1.2114945820301124,-0.549903519130787,-0.35007885627693935,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.14128385,0
598,0.5621751045483178,-0.33685997989223887,-0.6699667187485197,1.8107121624492695,0.6624758703814201,-0.644045868635524,1.901195747399793,-1.6028105942132929,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1454809,0
599,0.04967415457606092,-0.4091428801939398,-0.6699667187485197,1.1161383853584008,0.6624758703814201,0.5218590347597042,-0.5127583313940892,0.6605250868695737,-0.35007885627693935,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.14858235,0
600,-1.301464713532616,-1.0922162880450133,-0.6699667187485197,1.384706912500203,-1.1265928162029917,0.5218590347597042,0.17694283397559143,-0.740587477610296,-0.35007885627693935,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.19018155,0
601,-1.3597034578476455,-0.6079208560236172,-0.6699667187485197,0.3115904268948109,0.8251184782527303,-0.644045868635524,0.004517542633171293,-1.134391304904934,2.274200426158888,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.17107326,0
602,-0.020212338601974106,-0.33685997989223887,1.4926114566824664,-1.064823274706927,-1.1265928162029917,0.5218590347597042,0.17694283397559143,-0.189262119397803,-0.35007885627693935,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.6217352,0
603,0.5621751045483178,0.20526177237051774,-0.6699667187485197,-0.31236834952515286,0.33719065463879977,-0.644045868635524,0.3493681253180116,0.7517217626641215,-0.35007885627693935,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.11542509,0
604,0.4864647369387798,-0.427213605269365,1.4926114566824664,-0.11788769193970924,-0.4760223847177511,-0.644045868635524,-0.6851836227365093,-0.6411001949253349,2.274200426158888,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5224223,0
605,-1.5111241930667212,-0.5708035867186938,-0.6699667187485197,1.0212133024893153,-0.4760223847177511,1.6877639381549323,-0.16790774870924885,1.1579615002943795,-0.35007885627693935,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.15921581,0
606,-0.7190772703823243,-0.6621330312498929,-0.6699667187485197,-0.07042515050516653,-0.8013076004603714,-0.644045868635524,2.9357474954543137,-0.9810150774322856,-0.35007885627693935,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.16692626,0
607,-0.7773160146973535,-0.8681392971097404,-0.6699667187485197,1.0131099417565885,-0.8013076004603714,-0.644045868635524,-1.0300342054213496,0.1962511010064217,-0.35007885627693935,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.21181796,0
608,-0.7889637635603594,0.20526177237051774,-0.6699667187485197,-0.40613580943242,-0.9639502083316815,0.5218590347597042,-0.8576089140789295,-0.4089632019937588,2.274200426158888,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.11767471,0
609,-1.301464713532616,-0.46335505542021543,-0.6699667187485197,0.39262403422207925,-0.9639502083316815,-0.644045868635524,0.17694283397559143,-1.718879090679081,2.274200426158888,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.11622644,0
610,0.6786525931783761,1.8865620333880804,-0.6699667187485197,0.9343915803529568,-1.1265928162029917,2.8536688415501605,1.728770456057373,1.431551527678023,-0.35007885627693935,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.21470328,0
611,-1.301464713532616,-0.28264780466596323,-0.6699667187485197,1.443745683552927,-0.8013076004603714,0.5218590347597042,-0.34033304005166903,1.4481327414588496,-0.35007885627693935,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.21848278,1
612,0.09626515002808426,-0.2465063545151128,-0.6699667187485197,0.44008657565662157,1.475688909737971,1.6877639381549323,1.3839198733725324,-1.7520415182407345,-0.35007885627693935,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.16626748,0
613,-0.25316731586209085,0.6570298992561483,-0.6699667187485197,-0.9212780274414808,-1.1265928162029917,0.5218590347597042,-0.34033304005166903,0.6895422109860208,2.274200426158888,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.18266205,0
614,-1.2665214669435987,-0.5175672306464911,-0.6699667187485197,0.5627946096093419,-0.8013076004603714,2.8536688415501605,-0.5127583313940892,0.8304825281230493,-0.35007885627693935,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.14353482,0
615,1.4939950135887847,0.38596902312476994,1.4926114566824664,-0.42002728497423725,-0.8013076004603714,0.5218590347597042,3.108172786796734,-0.44627093300061915,4.898479708594715,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.4887355,0
616,0.7485390863564111,0.288820805119284,1.4926114566824664,0.8359936285984169,0.9877610861240405,-0.644045868635524,-0.16790774870924885,1.2615940864245474,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5091486,0
617,1.1445625476986097,-0.33685997989223887,1.4926114566824664,0.44471706750389434,0.33719065463879977,-0.644045868635524,-0.6851836227365093,0.2833024733557628,-0.35007885627693935,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.53201205,1
618,0.5388796068223061,-0.6079208560236172,1.4926114566824664,1.7991359328310883,-0.9639502083316815,-0.644045868635524,-0.34033304005166903,-0.2514416710759037,4.898479708594715,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.57343477,0
619,-1.301464713532616,0.47632264850189604,-0.6699667187485197,-1.5475520497850808,-0.9639502083316815,-0.644045868635524,0.866643999345272,-0.4296897192197924,-0.35007885627693935,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.16180807,0
620,-0.020212338601974106,0.29561539774764384,1.4926114566824664,-0.5218981056142314,2.7768297727084525,0.5218590347597042,2.073621038742213,-2.062939276631238,-0.35007885627693935,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.39141396,0
621,-1.0685097362724993,-0.6982744814007433,-0.6699667187485197,0.44471706750389434,-0.9639502083316815,-0.644045868635524,-0.8576089140789295,0.8553543487942894,-0.35007885627693935,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.17032246,0
622,-0.9753277453684527,-0.5175672306464911,-0.6699667187485197,-1.2488853256360073,-0.4760223847177511,-0.644045868635524,0.004517542633171293,-1.2960581392679957,-0.35007885627693935,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.16654263,0
623,-0.7889637635603594,-0.33685997989223887,-0.6699667187485197,0.31737854170390156,0.011905438896179432,0.5218590347597042,-0.8576089140789295,1.995312796226136,-0.35007885627693935,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1531447,0
624,-0.9316486871321809,-0.427213605269365,-0.6699667187485197,-0.5172676137669588,-0.8013076004603714,0.5218590347597042,0.5217934166604318,0.3662085422598971,-0.35007885627693935,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1196857,0
625,2.3093374339991937,1.5605661530274093,1.4926114566824664,0.4377713297329854,0.8251184782527303,-0.644045868635524,-0.34033304005166903,-1.7396056079051145,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.44160563,0
