loan_amnt,annual_inc,term,dti,fico,inq_last_6mths,open_acc,revol_util,pub_rec_bankruptcies,y_not_paid,emp_len_years,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation
20800.0,52000.0,36.0,29.81,682.0,1.0,18.0,51.5,0.0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6000.0,42000.0,36.0,21.8,737.0,2.0,8.0,33.0,0.0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5200.0,48000.0,36.0,11.93,687.0,0.0,4.0,86.5,0.0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15000.0,65000.0,36.0,12.26,717.0,0.0,6.0,35.7,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5000.0,72000.0,36.0,6.17,687.0,0.0,6.0,44.0,0.0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12000.0,32950.0,36.0,27.65,677.0,0.0,9.0,69.4,0.0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6000.0,36800.0,36.0,11.51,677.0,0.0,8.0,64.1,0.0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8000.0,85000.0,36.0,38.36,707.0,0.0,16.0,74.2,0.0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21000.0,120000.0,36.0,17.26,702.0,0.0,11.0,62.6,0.0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35000.0,282000.0,36.0,5.12,702.0,1.0,6.0,73.1,0.0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12000.0,85000.0,60.0,28.9,672.0,0.0,18.0,54.2,0.0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20000.0,81000.0,60.0,17.69,667.0,1.0,9.0,34.1,1.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4250.0,42000.0,36.0,26.86,677.0,1.0,6.0,79.1,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20000.0,120000.0,36.0,27.37,737.0,2.0,11.0,60.2,0.0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5000.0,42000.0,36.0,17.23,662.0,0.0,7.0,56.1,1.0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,141000.0,36.0,3.74,702.0,1.0,8.0,85.6,0.0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12800.0,32000.0,36.0,18.68,667.0,0.0,13.0,44.3,0.0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9775.0,62000.0,36.0,7.49,692.0,2.0,18.0,42.0,0.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20000.0,80400.0,60.0,30.21,662.0,2.0,20.0,90.5,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5850.0,95000.0,36.0,18.09,757.0,2.0,14.0,29.6,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11200.0,48000.0,60.0,31.95,682.0,0.0,12.0,51.3,0.0,1,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7200.0,95000.0,36.0,10.64,692.0,1.0,19.0,24.1,0.0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35000.0,80000.0,36.0,8.34,737.0,1.0,18.0,24.9,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18000.0,80000.0,36.0,10.25,662.0,1.0,6.0,39.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12600.0,40000.0,36.0,30.84,772.0,0.0,10.0,42.2,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23000.0,85000.0,60.0,16.59,677.0,0.0,13.0,78.2,0.0,1,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000.0,38000.0,36.0,22.05,692.0,1.0,9.0,48.5,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33000.0,129000.0,60.0,23.64,672.0,0.0,10.0,96.9,0.0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21150.0,80000.0,60.0,20.6,682.0,1.0,15.0,49.0,1.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18000.0,61000.0,36.0,16.09,707.0,0.0,24.0,46.7,0.0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8000.0,65000.0,36.0,14.55,682.0,0.0,14.0,63.5,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12000.0,96732.0,36.0,12.31,662.0,0.0,11.0,83.2,0.0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5000.0,60000.0,36.0,12.94,712.0,1.0,5.0,28.2,2.0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7500.0,62000.0,36.0,8.67,702.0,0.0,6.0,20.3,0.0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10400.0,48000.0,60.0,26.93,692.0,0.0,20.0,58.0,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6000.0,48500.0,36.0,11.83,697.0,0.0,10.0,36.1,0.0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11000.0,75000.0,60.0,13.42,662.0,1.0,8.0,61.3,3.0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,20000.0,60.0,29.0,687.0,0.0,5.0,40.8,0.0,1,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19000.0,48000.0,36.0,21.25,732.0,0.0,9.0,67.3,0.0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
11625.0,75000.0,36.0,10.54,677.0,0.0,16.0,48.6,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5000.0,36116.0,36.0,28.32,677.0,1.0,15.0,47.9,0.0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7000.0,42000.0,36.0,20.69,712.0,0.0,7.0,64.6,0.0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14775.0,49000.0,60.0,4.87,672.0,1.0,11.0,51.6,0.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
23400.0,59834.0,60.0,23.85,682.0,0.0,17.0,57.2,0.0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16800.0,97000.0,36.0,16.78,672.0,1.0,14.0,51.0,1.0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19200.0,45000.0,60.0,18.96,677.0,0.0,14.0,44.5,0.0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35000.0,97900.0,60.0,29.55,717.0,0.0,19.0,74.3,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11200.0,71000.0,36.0,14.23,667.0,0.0,19.0,63.0,0.0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17500.0,35000.0,36.0,11.35,687.0,0.0,7.0,64.3,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5000.0,47307.2,36.0,29.05,662.0,3.0,18.0,59.6,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14000.0,130000.0,36.0,7.82,747.0,0.0,10.0,20.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8900.0,30000.0,36.0,23.52,707.0,0.0,13.0,40.5,0.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000.0,100000.0,36.0,13.99,722.0,0.0,7.0,61.4,0.0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7000.0,60000.0,36.0,30.0,682.0,0.0,10.0,78.3,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20000.0,105000.0,60.0,11.34,692.0,0.0,5.0,94.9,0.0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11200.0,58000.0,60.0,17.24,687.0,0.0,9.0,42.8,0.0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12000.0,34500.0,36.0,21.39,687.0,0.0,9.0,67.1,1.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3500.0,21120.0,36.0,29.03,667.0,0.0,7.0,68.5,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
32500.0,65000.0,36.0,21.38,692.0,1.0,17.0,46.1,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5000.0,93000.0,36.0,14.3,682.0,0.0,9.0,24.3,0.0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9600.0,40000.0,36.0,25.71,712.0,0.0,4.0,77.8,0.0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24375.0,90000.0,60.0,20.77,702.0,0.0,8.0,81.9,0.0,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20000.0,27000.0,60.0,100.09,687.0,0.0,9.0,97.4,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6000.0,115000.0,36.0,15.97,677.0,3.0,12.0,65.9,0.0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8400.0,60000.0,36.0,16.2,672.0,1.0,10.0,86.1,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5000.0,62400.0,36.0,15.75,667.0,1.0,9.0,57.9,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4400.0,70000.0,36.0,7.56,672.0,1.0,12.0,28.0,1.0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20000.0,87000.0,36.0,12.84,687.0,1.0,11.0,62.4,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8000.0,108000.0,36.0,20.3,667.0,4.0,13.0,71.2,1.0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3000.0,78000.0,36.0,24.13,727.0,0.0,16.0,57.3,0.0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5000.0,50000.0,36.0,21.12,742.0,2.0,12.0,26.2,0.0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12000.0,80516.0,36.0,22.78,687.0,0.0,8.0,94.5,0.0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19500.0,54178.0,36.0,29.77,682.0,0.0,11.0,57.3,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30000.0,122000.0,36.0,32.55,697.0,0.0,11.0,71.4,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7000.0,62400.0,36.0,22.88,692.0,0.0,5.0,98.2,0.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21000.0,73000.0,60.0,21.83,692.0,0.0,5.0,90.4,0.0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16000.0,106000.0,36.0,24.39,682.0,1.0,19.0,49.2,0.0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5000.0,100000.0,36.0,9.32,672.0,0.0,5.0,84.3,0.0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1500.0,35000.0,36.0,2.47,677.0,1.0,3.0,18.2,0.0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10325.0,57000.0,36.0,8.51,672.0,0.0,16.0,13.4,0.0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18000.0,84000.0,60.0,28.14,702.0,0.0,22.0,54.7,0.0,1,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000.0,60000.0,60.0,13.66,662.0,0.0,7.0,50.7,0.0,1,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12000.0,75000.0,60.0,5.28,662.0,0.0,8.0,32.7,0.0,1,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,88000.0,36.0,12.67,662.0,0.0,12.0,45.8,0.0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
32325.0,161000.0,36.0,15.31,747.0,0.0,12.0,40.4,0.0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21850.0,65000.0,60.0,21.89,662.0,1.0,9.0,96.0,0.0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8000.0,70500.0,36.0,10.33,672.0,0.0,5.0,98.5,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24000.0,58000.0,60.0,39.52,742.0,1.0,16.0,16.9,0.0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20000.0,51000.0,36.0,19.08,722.0,0.0,18.0,45.0,0.0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5500.0,60000.0,36.0,5.26,707.0,0.0,4.0,61.3,0.0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14700.0,32000.0,36.0,28.73,682.0,0.0,15.0,60.7,0.0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15000.0,145000.0,60.0,14.36,667.0,1.0,14.0,68.5,1.0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16000.0,45000.0,60.0,22.83,677.0,2.0,11.0,61.0,1.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8400.0,40000.0,36.0,20.73,687.0,1.0,10.0,83.1,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
22000.0,55000.0,60.0,31.08,697.0,1.0,9.0,56.4,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12000.0,85000.0,36.0,22.36,662.0,1.0,17.0,73.0,1.0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16000.0,60000.0,36.0,14.38,677.0,0.0,9.0,55.2,1.0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2400.0,41000.0,36.0,29.77,697.0,2.0,14.0,84.1,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6000.0,55000.0,36.0,17.13,677.0,0.0,12.0,46.7,2.0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9000.0,94500.0,36.0,17.21,737.0,0.0,13.0,25.4,0.0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13300.0,35000.0,60.0,32.96,692.0,0.0,9.0,89.9,0.0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
28000.0,170000.0,60.0,9.24,682.0,2.0,9.0,44.7,0.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24000.0,120000.0,36.0,23.2,707.0,0.0,29.0,32.3,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13200.0,94500.0,60.0,28.08,692.0,2.0,19.0,44.6,0.0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3950.0,62000.0,36.0,39.14,707.0,4.0,15.0,57.9,0.0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2000.0,34000.0,36.0,24.18,722.0,1.0,5.0,63.7,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12000.0,60000.0,36.0,10.2,702.0,0.0,12.0,22.7,0.0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
16000.0,83000.0,60.0,17.35,682.0,1.0,19.0,31.5,0.0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,105000.0,36.0,12.18,752.0,2.0,17.0,27.5,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20000.0,65000.0,36.0,19.2,687.0,0.0,24.0,54.7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14700.0,52000.0,60.0,28.32,697.0,1.0,13.0,11.0,0.0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25000.0,75000.0,60.0,21.33,677.0,1.0,6.0,95.2,1.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12000.0,36000.0,60.0,31.17,667.0,1.0,11.0,36.8,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13000.0,52000.0,60.0,21.56,667.0,1.0,18.0,37.7,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22600.0,80000.0,60.0,30.21,707.0,0.0,19.0,34.3,0.0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20000.0,106000.0,36.0,12.0,717.0,0.0,11.0,59.1,0.0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12000.0,80000.0,36.0,21.28,692.0,0.0,12.0,61.4,0.0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12000.0,100000.0,36.0,11.01,712.0,1.0,9.0,61.6,0.0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1000.0,40000.0,36.0,23.04,682.0,0.0,4.0,26.4,0.0,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
30000.0,478000.0,36.0,7.74,697.0,0.0,14.0,85.7,0.0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8400.0,26000.0,36.0,26.57,672.0,2.0,11.0,28.7,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7200.0,55000.0,36.0,20.72,687.0,1.0,13.0,51.0,0.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12000.0,60000.0,36.0,25.96,672.0,0.0,14.0,51.4,0.0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4000.0,24000.0,36.0,11.6,662.0,1.0,7.0,66.9,0.0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15000.0,85000.0,60.0,27.57,712.0,1.0,18.0,36.6,0.0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
19575.0,80000.0,60.0,17.28,662.0,0.0,11.0,74.8,0.0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35000.0,132000.0,36.0,23.58,667.0,1.0,14.0,79.9,0.0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20000.0,214400.0,36.0,20.12,722.0,0.0,39.0,65.6,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24000.0,150000.0,36.0,3.15,782.0,0.0,4.0,23.2,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7500.0,97500.0,36.0,15.08,672.0,0.0,11.0,60.2,0.0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19125.0,43500.0,36.0,4.39,672.0,1.0,4.0,64.2,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
19200.0,60000.0,60.0,16.8,692.0,2.0,13.0,35.6,1.0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12000.0,40000.0,36.0,13.68,742.0,0.0,13.0,23.0,0.0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
11200.0,71000.0,60.0,32.93,687.0,0.0,20.0,89.7,0.0,1,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15550.0,70000.0,36.0,22.44,662.0,1.0,14.0,74.2,0.0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20000.0,130000.0,36.0,23.09,807.0,0.0,11.0,25.2,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35000.0,135000.0,36.0,19.74,697.0,0.0,21.0,85.6,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1200.0,28000.0,36.0,26.75,707.0,1.0,5.0,70.0,0.0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26000.0,132000.0,36.0,21.77,677.0,1.0,12.0,78.1,0.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30000.0,213000.0,36.0,8.55,687.0,0.0,11.0,69.6,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12000.0,90000.0,60.0,19.97,692.0,0.0,16.0,12.1,1.0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
35000.0,125000.0,60.0,6.68,697.0,0.0,17.0,0.3,1.0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11200.0,85000.0,36.0,7.2,667.0,0.0,5.0,82.9,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16000.0,105000.0,36.0,16.63,737.0,0.0,11.0,28.6,0.0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
27300.0,65000.0,36.0,12.02,672.0,0.0,6.0,74.3,0.0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35000.0,103500.0,60.0,36.52,677.0,0.0,30.0,84.5,0.0,1,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9000.0,28000.0,36.0,9.39,722.0,0.0,9.0,29.6,0.0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8975.0,64418.0,36.0,17.01,687.0,0.0,9.0,58.4,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,78000.0,60.0,13.57,682.0,0.0,8.0,59.4,0.0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6200.0,55000.0,36.0,11.04,677.0,0.0,15.0,66.6,0.0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24500.0,75000.0,36.0,28.85,692.0,1.0,15.0,61.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5000.0,38000.0,36.0,35.82,692.0,1.0,9.0,43.8,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10000.0,40000.0,60.0,20.49,667.0,0.0,6.0,88.8,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5000.0,85000.0,36.0,5.34,677.0,0.0,5.0,45.7,0.0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6000.0,50000.0,36.0,12.15,677.0,0.0,8.0,32.7,0.0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20000.0,61000.0,60.0,22.96,662.0,1.0,14.0,56.7,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11200.0,102000.0,60.0,10.37,672.0,2.0,5.0,84.9,0.0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16100.0,35000.0,36.0,28.02,702.0,0.0,13.0,58.1,0.0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20000.0,80000.0,36.0,13.85,712.0,2.0,10.0,12.6,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8000.0,43000.0,36.0,18.81,702.0,0.0,7.0,15.7,2.0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5000.0,80000.0,36.0,18.05,682.0,1.0,18.0,44.5,0.0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12000.0,60000.0,36.0,34.88,787.0,0.0,12.0,51.8,0.0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3000.0,77000.0,36.0,23.4,727.0,0.0,9.0,24.6,1.0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
35000.0,100000.0,36.0,16.27,702.0,2.0,17.0,33.1,0.0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,72000.0,60.0,29.0,702.0,0.0,20.0,42.6,0.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23800.0,175000.0,60.0,6.33,672.0,0.0,13.0,47.2,2.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000.0,101000.0,36.0,12.62,707.0,1.0,22.0,40.5,0.0,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
30000.0,70000.0,60.0,24.86,707.0,0.0,13.0,51.5,0.0,1,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14000.0,90000.0,36.0,16.79,722.0,1.0,19.0,21.7,0.0,0,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35000.0,120000.0,60.0,18.81,662.0,0.0,11.0,83.2,1.0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8500.0,30600.0,36.0,27.53,672.0,0.0,6.0,58.1,0.0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5600.0,50000.0,36.0,15.7,702.0,0.0,13.0,68.2,0.0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5875.0,49000.0,36.0,23.78,682.0,5.0,13.0,38.0,0.0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24000.0,84196.0,60.0,35.75,662.0,0.0,17.0,54.6,0.0,1,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12000.0,40000.0,36.0,25.38,677.0,0.0,6.0,92.2,0.0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
18000.0,78000.0,60.0,15.08,662.0,2.0,14.0,35.4,1.0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
18500.0,42000.0,36.0,17.51,712.0,0.0,6.0,75.6,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16000.0,65000.0,60.0,17.21,662.0,0.0,12.0,39.5,0.0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3000.0,67500.0,36.0,32.03,717.0,0.0,10.0,89.2,0.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25000.0,85000.0,60.0,31.58,727.0,0.0,17.0,72.7,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12000.0,40000.0,36.0,28.35,687.0,0.0,16.0,54.0,0.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10100.0,23000.0,60.0,19.47,702.0,0.0,8.0,77.4,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15000.0,72000.0,36.0,11.5,667.0,1.0,8.0,51.8,0.0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10000.0,73000.0,36.0,24.49,752.0,0.0,18.0,25.2,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12000.0,67000.0,36.0,19.4,687.0,0.0,8.0,77.1,0.0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6000.0,55000.0,36.0,32.36,662.0,0.0,9.0,77.4,0.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10200.0,67000.0,60.0,21.14,662.0,0.0,10.0,82.0,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4000.0,80000.0,36.0,18.02,697.0,1.0,8.0,26.1,0.0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8600.0,30000.0,36.0,25.45,712.0,1.0,22.0,13.5,0.0,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8000.0,50000.0,36.0,25.85,697.0,0.0,30.0,25.3,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12800.0,72000.0,36.0,24.03,682.0,1.0,23.0,83.2,0.0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
